"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","RefundCost","Value of returned items","ProductCost Unsellable Refunds","AmazonFees","EstimatedPayout","Cost of Goods","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI","Fulfillment Channel","Expenses"
"03/05/2026","Amazon.es","B0BP87J13M","AT-E6H7-CBHF","Creative Live Games Italian Brain Rot – Juego de Cartas de Memes | CREA Nombres Divertidos, Ríe en Grupo y Compite por Ser el Rey de los Memes","0,00","0,00","0,00","0,00","0","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1","0,00","0,00","0,00","0,00","FBA","0,00"
"04/05/2026","Amazon.es","B0FK5X28D6","T7-0CG9-DSP7","Dios, Hitler y Gandhi entran en un Bar…– Juego de Mesa Adulto de Debate provocador y Humor Inteligente, Defiende Ideas controvertidas con lógica, Velocidad o sátira (Idioma Español)","159,92","79,96","79,96","0,00","8","4","4","0","0","0,00","-22,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-48,12","169,38","-39,00","-41,63","88,75","88,75","37,00","9,33","0","0,00","-22,38","0,00","227,56","FBA","0,00"
"04/05/2026","Amazon.es","B0B3S21BDY","WM50074","Winning Moves Guess Who Super Mario Juego De Mesa Quien Es Quien - Ideal para Niños De 3 Años En Adelante, Este Juego para 2 Jugadores Trae A Tus Personajes Favoritos De Super Mario.","99,96","0,00","0,00","0,00","4","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-16,20","83,76","-34,32","-13,01","36,43","36,43","36,44","0,00","0","0,00","0,00","0,00","106,15","FBA","0,00"
"04/05/2026","Amazon.es","B08G1M724F","WM40297","Winning Moves Trivial Pursuit Harry Potter - Juegos De Mesa Niños 10 Años, Juegos De Mesa Adulto, Juego para 2+ Jugadores, Juego De Quiz, Trivia para Fans De Harry Potter","147,96","0,00","0,00","0,00","4","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-19,68","128,28","-10,52","-25,68","92,08","92,08","62,23","0,00","0","0,00","0,00","0,00","875,29","FBA","0,00"
"04/05/2026","Amazon.es","B0C64LHJT2","4O-KBRE-B8Q6","Nippon | Juego de Mesa sobre Cultura Japonesa, Anime y Sushi (Idioma Español)","39,98","0,00","0,00","0,00","2","0","0","0","0","0,00","-17,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-8,02","14,04","-7,22","-6,94","-0,12","-0,12","-0,30","44,82","0","0,00","-17,92","0,00","-1,66","FBA","0,00"
"04/05/2026","Amazon.es","B0CL4TZHGR","WM04175","Winning Moves Guess Who La Patrulla Canina Juego De Mesa Quien Es Quien - Únete A La Patrulla Canina En Este Divertido Juego para Niños De 6 Años En Adelante. para 2 Jugadores.","24,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,05","20,94","-4,50","-4,34","12,10","12,10","48,43","0,00","0","0,00","0,00","0,00","268,89","FBA","0,00"
"04/05/2026","Amazon.es","B09HMT2H32","WM46633","MONOPOLY Juegos de Mesa - Edición Naruto: 2-6 Jugadores, Juegos Infantiles y para Adultos, Perfecto Regalo, Ideal para Noches de Juegos, Desde 8+ Años","27,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,92","23,07","-8,40","-4,86","9,81","9,81","35,06","0,00","0","0,00","0,00","0,00","116,79","FBA","0,00"
"04/05/2026","Amazon.es","B0F8VTB344","B3-POVL-HWCF","Abuelita Voladora – Juego de Mesa dinámico y Divertido, Ideal para niños Desde 4 años, Fomenta la coordinación y Trabajo en Equipo, Fiestas, reuniones Familiares y Regalos Infantiles","27,98","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-2,47","0,00","0,00","0,00","-4,92","20,59","-6,73","0,00","13,86","13,86","49,54","0,00","0","0,00","0,00","0,00","205,94","FBA","0,00"
"04/05/2026","Amazon.es","B0F8W6QF1Q","IA-AIQW-970Z","Creative Live Games The Voting Game – Juego de Cartas en Español para Adulto con Preguntas atrevidas y votaciones secretas, 250 Cartas con situaciones Divertidas (Idioma Español)","19,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,01","15,98","-7,99","-3,47","4,52","4,52","22,61","0,00","0","0,00","0,00","0,00","56,57","FBA","0,00"
"04/05/2026","Amazon.es","B0FK5V2213","JB-B7GY-W0I3","Detective Club - ¡Atrapa al Ladrón! Juego de Misterio para Niños +6 Años – 120 Cartas con Pistas y Coartadas – Fomenta Lógica, Deducción y Juego en Equipo – Ideal para Familias y Fiestas","6,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-3,51","3,48","-1,94","-1,21","0,33","0,33","4,68","0,00","0","0,00","0,00","0,00","17,01","FBA","0,00"
"04/05/2026","Amazon.es","B0C649ZFSM","OO-U8Q6-UP1I","Cut The Crap - Juego de Mesa Divertido y Estratégico | Cartas Rápidas y de Risa para Adultos y Familias | Ideal para Fiestas, Reuniones y Noches de Juegos | 2-6 Jugadores","6,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-3,05","3,94","-1,08","-1,21","1,65","1,65","23,56","0,00","0","0,00","0,00","0,00","152,78","FBA","0,00"
"04/05/2026","Amazon.es","B0C64P7YKP","VA-XR4I-FWXQ","Vox Pop – Juego de Cartas Absurdo para Adultos +18 de Creative Live Games – Preguntas Incómodas, Respuestas Locas y Carta “CÁLLATE” – Ideal para Fiestas y Risas entre Amigos – 329 Tarjetas","15,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,01","11,98","-5,14","0,00","6,84","6,84","42,78","0,00","0","0,00","0,00","0,00","133,07","FBA","0,00"
"04/05/2026","Amazon.es","B0BP844P8J","CT93338","Creative Live Games Littlest Pet Shop Travel & Play Set – Maletín con 8 Escenarios, Stickers Reutilizables y Accesorios | Juego Creativo para Niños","0,00","0,00","0,00","0,00","0","0","0","0","0","0,00","-0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-0,02","0,00","0,00","-0,02","-0,02","0,00","0,00","0","0,00","-0,02","0,00","0,00","FBA","0,00"
"05/05/2026","Amazon.es","B0FK5X28D6","T7-0CG9-DSP7","Dios, Hitler y Gandhi entran en un Bar…– Juego de Mesa Adulto de Debate provocador y Humor Inteligente, Defiende Ideas controvertidas con lógica, Velocidad o sátira (Idioma Español)","139,93","119,94","119,94","0,00","7","6","6","0","0","0,00","-20,52","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-52,13","187,22","-42,25","-45,10","99,87","99,87","38,43","7,90","0","0,00","-20,52","0,00","236,38","FBA","0,00"
"05/05/2026","Amazon.es","B0CXYY1JH9","64320591","Bandai Zap Chef - Máquina de helado instantánea, crea deliciosas golosinas en cuestión de minutos con el laboratorio enrollado de Zap Chef, perfecto para niños, juego de máquina de rollos de helado","59,97","0,00","0,00","0,00","3","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-20,94","39,03","-28,35","-10,41","0,27","0,27","0,45","0,00","0","0,00","0,00","0,00","0,95","FBA","0,00"
"05/05/2026","Amazon.es","B0C64LHJT2","4O-KBRE-B8Q6","Nippon | Juego de Mesa sobre Cultura Japonesa, Anime y Sushi (Idioma Español)","19,99","19,99","19,99","0,00","1","1","1","0","0","0,00","-14,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-8,02","17,18","-7,22","-6,94","3,02","3,02","7,56","36,97","0","0,00","-14,78","0,00","41,83","FBA","0,00"
"05/05/2026","Amazon.es","B0F8W6QF1Q","IA-AIQW-970Z","Creative Live Games The Voting Game – Juego de Cartas en Español para Adulto con Preguntas atrevidas y votaciones secretas, 250 Cartas con situaciones Divertidas (Idioma Español)","39,98","0,00","0,00","0,00","2","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-8,02","31,96","-15,98","-6,94","9,04","9,04","22,61","0,00","0","0,00","0,00","0,00","56,57","FBA","0,00"
"05/05/2026","Amazon.es","B0F8VTB344","B3-POVL-HWCF","Abuelita Voladora – Juego de Mesa dinámico y Divertido, Ideal para niños Desde 4 años, Fomenta la coordinación y Trabajo en Equipo, Fiestas, reuniones Familiares y Regalos Infantiles","24,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,92","20,07","-6,73","-4,34","9,00","9,00","36,03","0,00","0","0,00","0,00","0,00","133,73","FBA","0,00"
"05/05/2026","Amazon.es","B0B8ZY7MVX","JD-QI46-3Z4Z","SUPERCLUB – El Juego de Mesa para mánagers de fútbol","37,98","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-2,47","0,00","0,00","0,00","0,00","-5,01","30,50","-14,00","-6,59","9,91","9,91","26,09","0,00","0","0,00","0,00","0,00","70,79","FBA","0,00"
"05/05/2026","Amazon.es","B0C64BQVNN","MJ-CLTM-2ARJ","Creative Live Games GO Fish! – Juego de Cartas Familiar: Memoria y atención, 2–8 Jugadores, +3 años, 20 min, 56 Cartas y Roles Especiales","8,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-3,05","5,94","-1,26","-1,56","3,12","3,12","34,70","0,00","0","0,00","0,00","0,00","247,62","FBA","0,00"
"05/05/2026","Amazon.es","B0F8RCJ15P","N1-KCNY-DM4V","Atrapa El Plátano - Juego de acción y destreza para niños y familias, Corre, esquiva y roba plátanos con máscaras y pulseras ruidosas, Ideal para fiestas, cumpleaños y juegos de mesa infantiles","9,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-3,51","6,48","-4,32","-1,73","0,43","0,43","4,27","0,00","0","0,00","0,00","0,00","9,95","FBA","0,00"
"05/05/2026","Amazon.es","B0B3S21BDY","WM50074","Winning Moves Guess Who Super Mario Juego De Mesa Quien Es Quien - Ideal para Niños De 3 Años En Adelante, Este Juego para 2 Jugadores Trae A Tus Personajes Favoritos De Super Mario.","24,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,05","20,94","-8,58","-4,34","8,02","8,02","32,10","0,00","0","0,00","0,00","0,00","93,47","FBA","0,00"
"05/05/2026","Amazon.es","B08G1M724F","WM40297","Winning Moves Trivial Pursuit Harry Potter - Juegos De Mesa Niños 10 Años, Juegos De Mesa Adulto, Juego para 2+ Jugadores, Juego De Quiz, Trivia para Fans De Harry Potter","36,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,92","32,07","-2,63","-6,42","23,02","23,02","62,23","0,00","0","0,00","0,00","0,00","875,29","FBA","0,00"
"05/05/2026","Amazon.es","B0GL8B2L9R","CT69229-PT","Dios, Hitler y Gandhi entran en un Bar…– Juego de Mesa Adulto de Debate provocador y Humor Inteligente, Defiende Ideas controvertidas con lógica, Velocidad o sátira (Linguagem Português)","19,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,27","15,72","-3,36","0,00","12,36","12,36","61,83","0,00","0","0,00","0,00","0,00","367,86","FBA","0,00"
"05/05/2026","Amazon.es","B0GL8XKJLP","DG01406-CT","Pick Your Poison – Juego de Cartas para Adultos con Preguntas Provocadoras y Decisiones Extremas (Linguagem Português)","19,99","0,00","0,00","0,00","1","0","0","0","0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-4,01","15,98","-7,26","0,00","8,72","8,72","43,62","0,00","0","0,00","0,00","0,00","120,11","FBA","0,00"
"05/05/2026","Amazon.es","B0C64JB1X7","0Y-BKVM-1IFT","Double 5 – Juego de Cartas Educativo y Divertido, Matemáticas Rápidas y Estrategia para Niños y Adultos, Ideal para Juegos de Mesa Infantiles, Regalos Creativos y Diversión en Español","0,00","0,00","0,00","0,00","0","0","0","0","1","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-6,99","0,00","0,00","0,00","-6,99","0,00","1,21","-5,78","-5,78","0,00","0,00","0","0,00","0,00","0,00","0,00","FBA","0,00"
